"custId","s1"
1794,0
1796,0
1798,1.39517929976644
1802,0
1805,0.117824953607731
1806,0
1808,0.25457728886806
1809,0
1811,0
1814,0
1816,1.42833735020343
1819,0.104349710525004
1821,0.14843744086224
1824,0
1825,0.654374539483421
1827,0.231791845511969
1828,0.151053701737891
1829,0.0985566551554751
1830,2.29402245780763
1831,0
1832,0
1837,1.33180307827713
1838,0.168112835885691
1839,0
1841,0.336432861903848
1842,0
1843,0
1844,0.459094803749507
1848,0
1849,0
1850,0
1851,0.0598228727968411
1852,0
1853,0
1855,1.73730548317003
1858,0.454197160723159
1863,0.109734683563762
1866,1.13135071499787
1868,2.21589935141457
1869,0
1871,0
1875,0
1877,0
1878,0
1879,1.8210511968139
1881,0
1884,0.147564839744493
1887,0.0647418813660359
1888,0
1890,0
1892,0
1893,0
1894,0
1895,0.639250691495932
1896,0
1898,0
1901,0.10472228943813
1902,0.409753045744966
1905,0
1907,0.16179488809659
1909,0.696692581641501
1912,0.260278230848473
1915,0
1917,1.19584959388969
1919,0
1920,0
1924,2.30520284112421
1929,0
1930,0.262992754499198
1931,2.56499560068127
1933,1.37910832402951
1935,0.830132048583276
1939,3.64441279067172
1940,0
1942,0.248431560770318
1944,0
1945,0
1947,0
1950,0
1953,0
1955,0.107401473368295
1957,0
1961,0.151450892892939
1962,1.50899810046202
1964,0
1965,0
1967,0
1968,0.243636317717265
1971,1.95185203445156
1972,0
1973,2.27601052345708
1976,0.126877922504799
1980,0
1981,0.0990007230068122
1982,0
1983,0
1984,0
1990,0
1991,0.149710469516447
1992,0.388387233535615
1993,0.087438366539063
1998,1.14600226736809
2002,0
2003,0
2004,0
2006,0
2008,0
2009,0.107316802845885
2010,0.45326464808092
2011,0
2013,0
2014,1.69982005749244
2016,1.64682248505398
2017,0.0986465492979887
2018,0
2019,0
2022,0
2027,0.224674153482472
2029,0.0621312575879329
2030,0
2033,0
2038,1.81608672842894
2041,0.10008364827849
2043,0
2045,0.148993533643009
2048,0
2050,0
2053,0.549719024465573
2054,0.306838136542383
2056,0
2058,0
2065,0
2068,1.41272394383721
2069,0
2070,0
2072,0
2074,1.71412045238038
2076,0
2077,1.70919525841439
2078,0
2080,0.152611880570711
2081,1.16423243223486
2086,0.105265733032352
2088,0
2090,0
2095,0
2097,0
2099,0
2100,0
2101,0.250121272819358
2102,0.123352420259387
2107,0
2109,1.48270948595801
2110,0
2111,0
2113,0.107421090701679
2114,0.0200008298025607
2117,0.110441037715428
2119,0.106767870612831
2121,0
2125,0
2126,2.01403892030545
2128,1.57650400560832
2129,0
2131,0
2132,0
2133,0.21057602180512
2134,0
2136,0
2137,0.572730444151744
2139,0.151838100107281
2140,0.107191388711543
2142,0.664552558733649
2143,0
2146,0.649797027856727
2148,1.30279366965519
2150,0.105169260919767
2151,0
2152,0
2154,0.106902478868664
2155,0.655092096037181
2156,0
2158,0
2159,1.471517854291
2163,0
2165,2.07069408866061
2168,0.122943510866623
2169,1.12954485005968
2174,0
2176,0.00882643571500896
2177,0.106673626506183
2179,1.3668315548313
2180,0.158810662637153
2183,0
2184,0
2186,0
2188,0.197754556048064
2193,0
2194,0
2195,0
2196,0
2197,2.62521718146226
2199,0
2202,0
2207,0.296929973698442
2208,0
2209,0
2211,0.299229706412899
2213,0.105966541295272
2214,3.43767397585754
2215,0
2217,0.105477664522044
2218,0.101323967604371
2220,0.844242587283058
2222,0
2223,0
2224,0.635260656565727
2227,0
2229,0.0067317826577955
2230,0
2232,0.107251791301063
2233,0
2234,0
2236,0
2238,2.27891382141914
2239,0.244316641569928
2240,0.523974232466883
2241,0
2242,0.74953836559657
2243,0
2244,0
2247,0
2248,2.18966181452527
2251,2.1349452948022
2253,1.4728458926136
2255,0
2260,0
2262,0
2263,0
2266,0
2271,0.0599362924093114
2272,0
2275,0
2276,0.10511503055264
2279,0.0780088520722186
2283,0
2284,0
2285,0.0229752287352416
2293,0
2296,0
2299,0
2301,2.2211838199546
2302,0
2303,0.650740207002708
2304,0.167696803734299
2305,0.898165002922347
2309,0
2310,0
2312,0
2314,0
2316,0.296896152135226
2317,0
2320,0
2321,1.31894071011407
2325,2.05873260200052
2327,0
2328,0
2329,0.635263589331453
2331,0.514683963755572
2334,2.71927036459237
2338,0.540296746456594
2339,0.326383864165177
2341,0
2343,0.168529664088453
2345,2.31416186062517
2346,1.21798732247047
2347,0
2348,0
2350,1.1763121936574
2351,0.152710908443631
2360,0.125175095996972
2362,0.293715011350612
2363,0
2365,0
2366,0.637100825273537
2369,0
2374,0
2375,0
2378,0
2382,0.215243123073522
2384,0
2386,0.232156068422142
2387,2.32490375700739
2388,0
2390,0.118686396490542
2391,0.10759544095693
2392,0.903459798171627
2394,0
2397,0
2404,0.650145574322081
2406,0
2410,0.233178670886125
2411,0
2413,1.88053478848674
2414,2.61815898305244
2416,1.69146814112691
2417,0
2418,0
2420,0.452237338973153
2421,0.10546333808544
2423,0
2424,1.43241885054315
2427,0
2429,0
2430,0
2435,0
2437,0
2439,1.02265497990907
2440,0
2444,0.0102586279914134
2445,0
2448,1.62165128594706
2452,0
2453,0
2455,0
2458,0.938125500055345
2460,0
2462,0
2463,0
2465,0
2470,0
2472,0.124339252670671
2473,0
2474,0
2475,0
2480,0.00526800481812484
2481,0
2482,0.106080163293512
2483,0
2484,0
2485,0
2486,0.246762489873187
2488,0
2489,1.72962645344647
2490,0.210486717165437
2491,2.22842630199655
2492,0
2496,1.02764053479904
2497,0
2498,0
2500,0.168515008189571
2503,0
2504,3.02118052721374
2505,0.127009150568581
2506,0
2510,0
2511,0.107441893632834
2512,0
2513,0
2515,2.94403610653594
2516,0
2517,0.0312239579701508
2519,0
2521,0.0342966241652569
2523,0
2526,0
2527,0
2535,0
2538,1.7762236019988
2539,0
2541,0.757883125665889
2542,0.0832243715334346
2544,0
2545,0
2547,0
2548,0
2549,0.309824961642758
2551,0.986993868859887
2559,0
2561,2.09723456593952
2563,3.75185469258883
2565,1.32505083784244
2566,2.02386086932727
2567,0
2569,0
2570,1.34628355040344
2571,0
2572,0.108374318755711
2576,0
2578,0
2580,0
2583,0.126585599010854
2584,0
2585,0.45405002853847
2586,0.239807806753952
2590,0
2595,0
2596,0
2600,0.0168072047775243
2604,0.117143795995394
2605,2.17264538754722
2608,0
2614,0.63750153588385
2615,0.116035406789905
2616,0
2620,0.0312064627869371
2621,0.0272862714127036
2623,0.400948620254186
2631,0.107342421520519
2632,0.500582966943825
2633,0.67483837361399
2639,0.50758652011718
2646,0
2648,0
2650,0
2652,0
2653,0
2655,1.58738863675858
2656,0
2658,0.117064981980178
2661,0
2662,1.23555831149678
2665,0
2666,0
2667,0.197800618170161
2673,1.47925628220985
2674,2.78704794820361
2676,0
2677,0
2679,0.18891899669033
2685,0
2687,0.912994438143995
2689,0
2694,0
2696,0
2697,0.156273135896715
2698,0.107023621963637
2704,0
2706,0
2707,0
2709,0
2710,1.76348457387137
2712,0
2713,0.0271823983963304
2714,1.15348692354152
2715,0
2716,0.859268494860049
2717,0
2720,1.65772879885201
2722,0
2723,0
2724,0.153649589486317
2728,0
2730,1.14104889061391
2731,1.91950395682396
2732,0
2733,0
2734,0
2735,0
2738,0
2739,0
2740,0.0283582156664086
2743,0.530003305103032
2746,1.48163350141144
2751,0
2754,2.05895589204121
2758,0.222122238401831
2761,0
2764,0.626538637892799
2765,1.19444550109971
2770,1.31544513457435
2774,0.108222886693631
2775,0.676528579896214
2777,0
2781,0.156090907118231
2782,0
2783,0
2784,0
2785,0.106068964251725
2788,0
2794,1.02275687948149
2795,0
2796,0
2797,0
2799,0.193357121837754
2800,1.4452168229545
2801,0
2803,0
2806,0
2807,0.119855570462133
2808,0.105274291064072
2809,0
2810,0
2811,0.953570027054046
2812,0
2817,0.104685678603337
2819,0.0311442523086838
2820,0
2822,3.81152861383277
2823,1.05061896802219
2825,0.233201614028904
2826,0
2828,1.07924616653844
2829,0.348970416124735
2831,0
2832,0.637729826043911
2836,0.382518047344595
2838,0
2839,0
2840,0
2842,0
2843,1.26318436927296
2844,0.865938900897957
2845,3.9397544347839
2846,0.153488625829532
2847,1.13773102242061
2848,0
2850,0
2855,0
2856,0.533833576752933
2860,0
2861,0.0297119486837158
2863,1.38532906426207
2864,0.503686182277058
2867,0
2869,0.318705661860204
2871,0.321603214006993
2872,0
2873,0
2874,1.01899408593916
2875,0.326199973642287
2876,0
2877,1.07228588014572
2879,0.641342722559555
2880,0
2883,0.152291598548234
2885,0.374143524077285
2886,0
2887,1.80218859413542
2889,0.332800865033766
2893,0.278258226548185
2894,0
2895,0.112126172134201
2901,0.0988171645021891
2902,0.629059806584041
2907,0.11356410493286
2911,0
2912,1.45145637333466
2913,0.473686977363258
2916,0.452962446164487
2919,2.32645777878063
2920,0
2923,0.236173019708954
2924,0
2926,0.111781611655366
2927,1.16249531540913
2929,0.108354959227208
2930,0
2932,1.81032356744167
2935,0.205664753605098
2941,0.327184103991919
2943,0.169459623509955
2944,0.541055003811427
2945,1.12753457376042
2946,0.116617585265747
2947,2.26885594718915
2949,0.630917462772268
2950,0
2951,1.26447709951157
2954,0.24121934479624
2957,1.85756411686739
2959,0
2960,0.279486820813924
2964,0.0199499580750762
2965,0
2968,0
2972,0
2973,0
2974,0
2975,0.681871660918094
2977,0
2979,1.1385400682234
2981,0.289913612235007
2983,0
2984,0
2985,0.172164847981822
2986,1.53275454119114
2989,0
2991,2.65249052425904
2994,0.369188774757714
2995,3.00666075698292
2998,0
3000,0
3002,0
3003,0
3007,0.106202729469376
3010,1.13370228496535
3011,0.115590483393594
3013,1.15616440641793
3014,0.318571917645001
3017,0
3018,0.210031284076766
3019,0.024543894528793
3020,0.269545133989349
3021,1.74350030710723
3025,1.10742103704822
3027,0
3028,0.276485183997929
3031,0.10329522761717
3032,0
3033,0.242758785086635
3034,0
3038,0.10307310738032
3040,3.2957492243991
3041,0
3042,0.099729733483177
3048,0
3051,0
3054,0
3062,0.119144979877903
3064,1.957399427906
3065,0.0108154120616437
3068,1.19847885536742
3069,0
3071,0
3072,0.515541605813954
3073,0.12086226080937
3078,0
3081,2.01946113063078
3082,0
3083,0
3084,0
3085,0.843925753403646
3086,0
3087,0
3089,0.01687841338885
3090,0
3092,0
3093,0
3095,0
3097,0
3102,0
3103,1.28463940554526
3104,0
3106,0
3107,0
3109,0.150357585006668
3113,0.230146709003668
3114,1.30856138840368
3115,1.92349622277213
3122,0
3123,0
3127,0
3128,0.698114004668793
3131,0
3134,0.337365534668945
3136,0
3140,4.86281715789895
3141,0.100911730028318
3142,1.11663651548839
3147,0
3149,0.0152283080824303
3151,1.02359091141527
3153,1.12321301734059
3154,0
3159,0
3161,0.344271821655147
3162,2.47248609863119
3165,0
3168,2.21363639688623
3169,0.107176008437771
3171,0
3172,1.1187547312082
3173,0
3174,0
3176,0
3177,3.61733243806605
3178,0.392248279982639
3179,1.50212998401171
3180,0.148807835745952
3181,0
3185,2.18838653819112
3192,0.165050764898514
3193,0
3194,0
3195,0.65908173427946
3198,2.85807343357478
3205,0
3207,0.454918203446175
3208,0.106448552626745
3209,0.795944968050947
3212,0
3214,0.0126712921506624
3216,0
3217,0.00657887983513894
3218,0.954364546491941
3221,0.23066318348214
3222,0
3223,1.56529722757472
3224,0
3225,0
3226,0
3228,0
3229,0.108212956074373
3230,0
3232,0
3234,0.298742400011111
3235,0
3236,0
3237,0
3239,0
3240,0
3241,0
3242,6.00172081809392
3244,0
3247,0
3248,0
3249,0.196038432304403
3250,1.92514915625415
3251,0
3254,0.191448639564217
3255,0
3256,0
3257,0.203046176880272
3258,0
3259,1.89080273081583
3261,0
3264,0
3267,0
3268,0
3274,0
3276,0.163601330997858
3278,0
3279,1.3916616136755
3280,0
3281,0
3284,0.236203237689068
3285,0.232808295111734
3287,0.0227902617439333
3289,0
3291,0.120154555882535
3296,1.1425834691927
3297,0
3298,0.69547701755996
3301,0.107383344791647
3302,0.126528556279143
3304,0
3307,0
3308,0
3312,0
3313,2.1900106683023
3314,0
3315,0.117794351769722
3318,0.646588234199032
3320,0
3321,0
3322,0.252386906673904
3323,0
3326,0
3330,1.74725916521203
3331,0.147834448448602
3336,1.42992939368767
3339,0
3341,0.0307501601524174
3344,1.64752613926403
3346,1.46630032104396
3349,0
3351,0
3352,0.242564413610599
3354,0
3355,0
3362,1.63640814151274
3363,0.571118557046588
3367,1.7072259898664
3371,2.32504566919045
3373,0
3375,1.08698125734269
3378,0.151623770130209
3380,0
3381,0
3389,0.0985619124829644
3393,1.19369968453814
3394,0
3396,0.109632761492771
3397,1.1482046938104
3398,0
3402,0
3404,1.72985420017415
3405,0.23341177197557
3406,1.05113986934973
3407,0
3408,0
3409,0.0981049557594738
3412,0
3413,0.170746772992305
3418,2.56034559566644
3419,0.697214505256501
3420,0
3421,0
3423,0
3424,0
3428,0.164455789633684
3429,0
3431,0.00663122688149786
3433,0
3435,0.0328396570272398
3438,1.47339076164399
3441,0
3442,2.39089934088325
3446,0
3447,0.113242039675885
3448,0
3449,0
3452,0.429545418505806
3455,2.83105150140523
3457,0
3458,1.12037469932797
3460,0.117239165668529
3461,0
3464,0
3465,0.153588422005587
3468,0.28097800032952
3470,0
3473,0
3474,0
3475,0.123302518981685
3478,2.79565670437591
3480,0
3488,0.150933467141119
3491,0
3493,0
3494,0
3495,0.107086878876532
3496,0
3498,0
3500,0.281526107364942
3501,0
3503,0
3507,1.23891145176423
3512,0
3515,0.0999950062035873
3516,2.13097579481681
3517,0
3518,0.664227887684193
3520,0.332249216541507
3521,0.521973275854945
3522,0
3525,0.537127108791547
3528,0
3529,0
3532,2.1634438610444
3534,0.414065330994856
3535,1.29665166136846
3536,0
3540,0.103601905314449
3542,0
3543,1.10976633504198
3544,0
3547,0
3552,0.543211681016045
3553,0
3554,0.406776456715736
3555,1.5871315056805
3556,0.107954149874315
3558,0
3559,0.108106902375376
3562,0
3566,0.107548103430522
3570,0
3572,0.258978513268345
3573,0.116753416507813
3574,0.576790883489191
3577,0
3580,0
3582,0
3584,0
3587,1.03174084874747
3588,0
3590,0
3592,0
3595,0.642177388743976
3596,0
3597,0.609787111046162
3599,0.202489299594778
3600,0.116391923802882
3601,0.112120190469032
3602,0
3603,0.541284999081703
3604,0.103420217547673
3605,0
3613,0
3617,0
3618,0
3620,0
3621,0.106392989173311
3622,0.323303723470044
3625,0.165527410523982
3628,0
3629,1.30503683563959
3630,2.90394977915791
3632,0
3633,0.19334233426231
3634,0
3635,0.465983973272453
3636,0
3637,0
3638,0
3640,0.0979458177327235
3643,0
3645,0
3648,1.34044621521555
3649,0
3650,0
3651,0
3652,0
3654,0
3655,0
3659,0
3660,1.36542373239397
3661,0
3662,0
3664,0
